loja,categoria,nome,descricao,preco,imagem
Flakes,Linha Flakes Home,Kit completo Linha Home Pistacchio,"A estrela desta primeira coleção é o Pistache, que, através de aromas envolventes, traz serenidade, conforto e um toque especial aos seus momentos.

Com notas de saída de Pistache, Chocolate e Amêndoa. Notas de Corpo de Caramelo, Sândalo e Coco. Notas de Fundo de Vanillla, Fava Tonka e Musk.

Linha Home Pistacchio:

Sabonete Líquido 250ml

Difusor de Ambiente 250ml

Creme de Mãos 30g

Esfoliante Corporal 200g",469.9,https://www.goomer.app/webmenu/flakes/product/11931349/picture/medium/250611211601
Flakes,Linha Flakes ,Cartão Presente com Brigadeiro Belga,Receber um recadinho especial fica ainda melhor quando acompanhado de um brigadeiro.,15.9,https://www.goomer.app/webmenu/flakes/product/11431395/picture/medium/241223034530
Flakes,Linha Flakes ,Cartão Presente com Brigadeiro de Pistache,Receber um recadinho especial fica ainda melhor quando acompanhado de um brigadeiro.,15.9,https://www.goomer.app/webmenu/flakes/product/11431396/picture/medium/241223034539
Flakes,Linha Flakes ,Café Flakes + Orfeu 250g,"Blend Exclusivo
Torra: média
Tipo: 100% Arábica
Aromas: Frutados, chocolate e caramelo
Café torrado e moído (moagem fina) 250g",45.0,https://www.goomer.app/webmenu/flakes/product/11452045/picture/medium/250329123401
Flakes,Barra Dubai,Barra Dubai Flakes,"A versão da Barra mais desejada da internet disponível a você. “Barra Dubai Flakes” Chocolate Meio Amargo e Chocolate Branco com Pasta pura de Pistache em um molde de Rosas. Recheada com Creme de Pistache Flakestacchio e Kataifi crocante.

Aprox. 160g",99.9,https://www.goomer.app/webmenu/flakes/product/11859586/picture/medium/250520200104
Flakes,Bolos Confeitados ,Bolo Belga,Deliciosa massa de Chocolate com recheio de Brigadeiro gourmet coberto por Flakes Belga ao Leite.,165.0,https://www.goomer.app/webmenu/flakes/product/11064956/picture/medium/241223034420
Flakes,Bolos Confeitados ,Bolo Dueto (Best-Seller),"Bolo sabor Chocolate. Recheio de Brigadeiro Branco
com Brigadeiro Gourmet, Cobertura lateral de Brigadeiro,
Caimento Brigadeiro Branco.",130.0,https://www.goomer.app/webmenu/flakes/product/10515971/picture/medium/250106183149
Flakes,Bolos Confeitados ,Naked Pistacchio White (modelo 1),Bolo Branco com Brigadeiro de Pistache e Mousse de Pistache. Coberto por grãos e de Pistache californianos triturados. Envolto em um acetato.,145.0,https://www.goomer.app/webmenu/flakes/product/10784394/picture/medium/241223033922
Flakes,Bolos Confeitados ,Bolo Pistacchio (modelo 2),Bolo Branco com Brigadeiro de Pistache e geleia de morango. Coberto por grãos de Pistache californianos.,170.0,https://www.goomer.app/webmenu/flakes/product/10784403/picture/medium/250208185949
Flakes,Bolos Confeitados ,Bolo Abacaxi com Coco,Bolo sabor Baunilha com Brigadeiro de Coco e Pedaços de Abacaxi em Calda. Coberto com chantilly e Mousse 3 Leites.,210.0,https://www.goomer.app/webmenu/flakes/product/11828334/picture/medium/250519145137
Flakes,Bolos Confeitados ,Bolo Pistache com Morangos (modelo 3),Bolo Branco com Brigadeiro de Pistache e geleia de frutas vermelhas. Cobertura de Brigadeiro de Pistache e Morangos,175.0,https://www.goomer.app/webmenu/flakes/product/10784418/picture/medium/250106183222
Flakes,Bolos Confeitados ,Bolo Dubai,"Massa de Baunilha, recheado com Brigadeiro de Pistache e Geléia de Frutas Vermelhas. Coberto por Pistache Califórnia triturado e Flakestacchio com Kataifi no topo. Acompanha Massa crocante Kataifi e Ganache de Chocolate ao Leite.",259.9,https://www.goomer.app/webmenu/flakes/product/11828349/picture/medium/250519145128
Flakes,Bolos Confeitados ,Bolo Pistacchio / Tradicional (modelo 4),"Bolo de Chocolate com
Brigadeiro de Pistache e
Brigadeiro Gourmet. Coberto
por grãos e ganache de
Pistache. Na decoração:
Coxinhas de Morangos e
Brigadeiros de Pistache.",370.0,https://www.goomer.app/webmenu/flakes/product/10517873/picture/medium/250212170022
Flakes,Bolos Confeitados ,Bolo de Brigadeiro,Massa de chocolate com recheio de Brigadeiro. Coberto com Brigadeiros boleados com Flakes Belga ao leite.,165.0,https://www.goomer.app/webmenu/flakes/product/11828378/picture/medium/250519145113
Flakes,Bolos Confeitados ,BOLO PISTACCHIO COM GELÉIA DE FRUTAS VERMELHAS (MODELO 5),Bolo Branco com Brigadeiro de Pistache e geleia de frutas vermelhas. Coberto por grãos de Pistache californianos.,180.0,https://www.goomer.app/webmenu/flakes/product/11582785/picture/medium/250213191704
Flakes,Bolos Confeitados ,Bolo Dueto Decoração Especial,"Bolo sabor Chocolate. Recheio de Brigadeiro Branco
com Brigadeiro Gourmet, Cobertura lateral de Brigadeiro,
Caimento Brigadeiro Branco.

Adicione itens extras para
cobrir todo o topo do bolo.
Escolha até 2 itens:
-Brigadeiro Belga
-Brigadeiro de Ninho
-Morangos",235.0,https://www.goomer.app/webmenu/flakes/product/10517858/picture/medium/250207192417
Flakes,Bolos Confeitados ,Naked Red Velvet,"Bolo Vermelho Veludo
com Mousse de Cream
Cheese e Brigadeiro Branco. Coberto por
Chantilly .",120.0,https://www.goomer.app/webmenu/flakes/product/11619445/picture/medium/250220170243
Flakes,Bolos Confeitados ,Bolo Abacaxi com Coco,"Bolo sabor Baunilha com
Creme de Coco,
Pedaços de Abacaxi em
Calda e Brigadeiro Branco.
Coberto com chantilly e
Mousse 3 Leites.",130.0,https://www.goomer.app/webmenu/flakes/product/10517867/picture/medium/250207192410
Flakes,Bolos Confeitados ,Bolo Cachoeira de Coxinhas,"Bolo de Chocolate ou
Baunilha com Brigadeiro
Gourmet, Brigadeiro Branco e Morangos.",290.0,https://www.goomer.app/webmenu/flakes/product/10517880/picture/medium/250207192407
Flakes,Bolos Confeitados ,Bolo Cachoeira de Brigadeiro,"Bolo sabor Chocolate com
Brigadeiro Gourmet.
Decoração com Nutella,
Brigadeiro Belga e Cone de
Chocolate.",280.0,https://www.goomer.app/webmenu/flakes/product/10517883/picture/medium/250207192404
Flakes,Bolos Confeitados ,Torta de Frutas Vermelhas,"Bolo de Baunilha
com Creme 4 Leites
Brigadeiro Branco e
Calda de Frutas
Vermelhas",250.0,https://www.goomer.app/webmenu/flakes/product/10517892/picture/medium/250207192402
Flakes,Bolos Confeitados ,Bolo Cachoeira de Nutella,"Bolo de Chocolate com Brigadeiro Gourmet
e Brigadeiro Branco. Decoração com Kinder
Bueno White, Brigadeiros Belga e Nutella.",320.0,https://www.goomer.app/webmenu/flakes/product/10517896/picture/medium/250207192358
Flakes,Bolos Confeitados ,Docinhos para festa,"Cento de brigadeiros com 15g cada.
sabores:",450.0,https://www.goomer.app/webmenu/flakes/product/10517902/picture/medium/250515144530
Flakes,Sobremesas ,Taça Red Velvet (BEST SELLER),"Uma das mais pedidas. Camadas de Bolo Amanteigado Red Velvet, Mousse de Cream Cheese, Brigadeiro Branco e Mousse 3 leites.
1,2 Litros. Serve de 6-8 pessoas.
Armazenar em geladeira.
Validade até 7 dias.

-Alérgicos: Contém glúten e lactose. Ovo, derivados do trigo, leite e soja. Pode conter: Centeio, cevada, aveia, amêndoa, avelã, castanha-de-caju, castanha-do-pará e nozes. Contém corante.

- Não realizamos alterações. - Não fazemos entrega.",189.9,https://www.goomer.app/webmenu/flakes/product/10292258/picture/medium/250109171507
Flakes,Sobremesas ,Taça de Bolo com Morango,"Camadas de Bolo de chocolate com brigadeiro gourmet, mousse 3 leites, Morangos frescos e Flakes Belga.

1,2 Litros. Serve entre 6-8 pessoas.

-Alérgicos: Contém glúten e lactose. Ovo, derivados do trigo, leite e soja. Pode conter: Centeio, cevada, aveia, amêndoa, avelã, castanha-de-caju, castanha-do-pará e nozes. 

- Não realizamos alterações. E não realizamos entrega.",209.9,https://www.goomer.app/webmenu/flakes/product/11451835/picture/medium/250109171515
Flakes,Sobremesas ,Taça Brownie com Morangos (BEST SELLER),"A mais vendida. Camadas de Morangos, Brownie, Brigadeiro Gourmet e Mousse 3 leites. Decorado com Brownies, Morangos frescos e Flakes Belga.
1,2 Litros. Serve entre 6-8 pessoas.

-Alérgicos: Contém glúten e lactose. Ovo, derivados do trigo, leite e soja. Pode conter: Centeio, cevada, aveia, amêndoa, avelã, castanha-de-caju, castanha-do-pará e nozes. 

- Não realizamos alterações. - Não acompanha louças. - Não fazemos entrega.",219.9,https://www.goomer.app/webmenu/flakes/product/10292252/picture/medium/250109171521
Flakes,Sobremesas ,Taça Pistacchio com Geléia de Morango (A mais desejada),"Camadas de Bolo branco, Brigadeiro de Pistache, Mousse 3 leites, geléia de Morangos e Grãos de Pistache no topo.
1,2 Litros. Serve entre 6-8 pessoas.

-Alérgicos: Contém glúten e lactose. Ovo, derivados do trigo, leite e soja. Pode conter: Centeio, cevada, aveia, amêndoa, avelã, castanha-de-caju, castanha-do-pará e nozes. 

- Não realizamos alterações. - Não realizamos entrega.",219.9,https://www.goomer.app/webmenu/flakes/product/11451843/picture/medium/250109171532
